,result
171,0.8222734990382188
172,0.8673066190142829
173,0.7182147061910061
174,0.615389260238765
175,0.727037663624975
176,0.6872151962816889
177,0.787563083495373
178,0.6644824445890206
179,0.47004061245482454
180,0.6781014150482028
181,0.6963466475093775
182,0.9177515224713462
183,0.7938636644392593
184,0.726819614659116
185,0.6911678214769907
186,0.8606156477224156
187,0.576587132446833
188,0.7774608289840165
189,0.8009947451010699
190,0.5476086629976733
191,0.6861521521232959
192,0.5727542156593809
193,0.43010539784306084
194,0.5948425895533587
195,0.47290410671610467
196,0.7169992053328846
197,0.7545053905285308
198,0.6736568930154697
199,0.7198177052348201
200,0.6928155784828914
201,0.5565527324510573
202,0.6030604771497661
203,0.48063650824604137
204,0.819720275811857
205,0.7618526723159508
206,0.7082546707999473
207,0.7107534920598187
208,0.6814407739630837
209,0.5933442977634278
210,0.6419668564017663
211,0.6923407692713663
212,0.6684826323688344
213,0.6733758625763873
214,0.7542606282613863
215,0.7169992053328846
216,0.5775584655164361
217,0.6880560136761795
218,0.6024266917977951
219,0.8491521632841667
220,0.6778217750100306
221,0.4072661538024255
222,0.6839826087318704
223,0.6156036212103221
224,0.5288517608582289
225,0.6913321844381771
226,0.6507639043769027
227,0.7462814633370564
228,0.6508613448317632
229,0.7318990337558101
230,0.6963660620971879
231,0.6901773824068069
232,0.7671063393261961
233,0.7893546018527811
234,0.7725154675550658
235,0.7245009147384498
236,0.7014252398590894
237,0.6503503065422922
238,0.7082146493763837
239,0.716453163720978
240,0.7284939074643586
241,0.5340713554886071
242,0.8697065987114285
243,0.5284318994683497
244,0.7893546018527811
245,0.8356338122647299
246,0.7984604260231277
247,0.7404528300119703
248,0.7774608289840165
249,0.7314359847048912
250,0.7307032703015719
251,0.6778217750100306
252,0.7517576050841629
253,0.6431398151763125
254,0.8178849074190014
255,0.7884249212384359
256,0.6744652293740169
257,0.5802745814295162
258,0.7657798406081766
259,0.676809638732233
260,0.7138141704518342
261,0.6838652829356356
262,0.7252215551087067
263,0.8570722942010509
264,0.6775338610160894
265,0.6693873749270147
266,0.728807072875289
267,0.7100852535093743
268,0.6081752995855225
269,0.6839692958137845
270,0.7307032703015719
271,0.6723912500042739
272,0.7312813198210673
273,0.6713507432091175
274,0.6428735681995252
275,0.8205509904537924
276,0.5303167250969804
277,0.6464766513172207
278,0.6441035299795151
279,0.7237708469476584
280,0.7233073214788834
281,0.6245201341889121
282,0.6344754124177006
283,0.751854833050885
284,0.6712479257098996
285,0.7401242755416403
286,0.6928155784828914
287,0.8147269667677391
288,0.7928439279967144
289,0.6684826323688344
290,0.7391374417763119
291,0.8593132980514538
292,0.5614713750840821
293,0.6956268751823982
294,0.5425110504634433
295,0.4985280997397856
296,0.6994064844237442
297,0.6884605856079754
298,0.5025464055108291
299,0.7127124826593434
300,0.34387391739991496
301,0.7400874366864624
302,0.7480922987707388
303,0.6368030667868828
304,0.5049533684930237
305,0.6571903347110133
306,0.721630168437113
307,0.7391374417763119
308,0.7958884121095344
309,0.7090228319881102
310,0.7958447790011154
311,0.5598587718887593
312,0.5617288183217936
313,0.8486877492642552
314,0.82785918897858
315,0.6430832910783405
316,0.6120325673711587
317,0.6752793209202816
318,0.831225704761657
319,0.7789222002389944
320,0.6925696600162135
321,0.6740368232856945
322,0.5802745814295162
323,0.6428116141140747
324,0.6979708721156088
325,0.7884472921918818
326,0.618051040971449
327,0.8953268795136948
328,0.6425695041105021
329,0.7668305698433221
330,0.7109692735443938
331,0.6928155784828914
332,0.7227911198124432
333,0.7332325293650716
334,0.8046379962581492
335,0.8527854137601408
336,0.7191887060424144
337,0.5421762416049913
338,0.43542875334161774
339,0.7201647513940183
340,0.7718362169679766
341,0.4647793864413381
342,0.7391374417763119
343,0.736737366679914
344,0.891966930814731
345,0.8440026759049647
346,0.5474248829654236
347,0.6820969264946353
348,0.4421634813878763
349,0.7662162189431388
350,0.6859039745063032
351,0.531555065622134
352,0.7774608289840165
353,0.6063646124995853
354,0.7657798406081766
355,0.6321170574371183
356,0.8222591993639764
357,0.735116520749074
358,0.5717519514550148
359,0.598143732190778
360,0.4572946542637197
361,0.7484675058856585
362,0.752542376550152
363,0.7970233714195107
364,0.7485969700357265
365,0.7634150669065815
366,0.6111639525266394
367,0.7605164346027107
368,0.7351593984083682
369,0.7860133254094321
370,0.7391374417763119
371,0.7013749261182516
372,0.7513764947029768
373,0.6976179058878049
374,0.7929361746492625
375,0.23816496075504112
376,0.7228373652070651
377,0.6175611027246055
378,0.6630402503543674
379,0.7545053905285308
380,0.7307032703015719
381,0.6351784929278901
382,0.6011218407931699
383,0.6711409678017602
384,0.8085840530037655
385,0.7289451315642863
386,0.7744805081658914
387,0.5440350371397772
388,0.48965779380009994
389,0.6113414283387173
390,0.6396000238367411
391,0.47004061245482454
392,0.7438454063819422
393,0.9570624578653636
394,0.7893546018527811
395,0.7813150648968513
396,0.7169992053328846
397,0.6556099929600545
398,0.6539939655063521
399,0.7307032703015719
400,0.6345235458742523
401,0.6955382977858253
402,0.740953468983907
403,0.7372307431449113
404,0.7184023650659576
405,0.7231951970640681
406,0.6546547247764677
407,0.6175611027246055
408,0.7390197411699737
409,0.7556121359566009
410,0.7327501200702967
411,0.7812810941220044
412,0.6216849069234742
413,0.502130519679156
414,0.6559462079826515
415,0.7185351471113272
416,0.7766366950119974
417,0.8508796266246462
418,0.721067242966627
419,0.6971965180324522
420,0.5416561877503562
421,0.5631143240566306
422,0.7616967622937926
423,0.6784888519267556
424,0.8457384146152389
425,0.7438454063819422
426,0.7852166189685611
427,0.6748279265688769
428,0.8043793952913688
429,0.8344814172007431
430,0.6903601410043961
431,0.42008607222342886
432,0.7307032703015719
433,0.6223923076957347
434,0.7647674363861943
435,0.7372307431449113
436,0.6938295537797802
437,0.6216849069234742
438,0.6619097498070388
439,0.5867696075918438
440,0.8552580471295509
441,0.6431398151763125
442,0.8066110990171201
443,0.7391374417763119
444,0.8413456640787359
445,0.787678646013073
446,0.8084292999565589
447,0.556191802156362
448,0.5824648402712397
449,0.7139272542081857
450,0.5241567048435458
451,0.7185351471113272
452,0.6360704379670796
453,0.593209838266688
454,0.459378919007285
455,0.6291269369122953
456,0.6279394815955796
457,0.43082937634457946
458,0.8548031283414582
459,0.825899493955448
460,0.6509451262200338
461,0.7042855143008095
462,0.7391374417763119
463,0.7377923539561029
464,0.7774608289840165
465,0.7115699609345861
466,0.7749139126392843
467,0.7430201982638379
468,0.4941871693963667
469,0.6995063532905421
470,0.7208595403041643
471,0.598143732190778
472,0.6197482590470695
473,0.8046379962581492
474,0.7945455760620153
475,0.8592188813767061
476,0.760221671850557
477,0.6778217750100306
478,0.6240631984551211
479,0.4567949655138264
480,0.7842988346769075
481,0.7997342789050764
482,0.7618239566657186
483,0.7817784612595748
484,0.6928155784828914
485,0.6203574710529747
486,0.6428143876921583
487,0.8716769042816552
488,0.56129691068105
489,0.6303524767712807
490,0.566341591980928
491,0.8731706930046088
492,0.6133304844531571
493,0.7696758648848105
494,0.6619600723174941
495,0.6274292145040948
496,0.8558056662344907
497,0.5108389805545087
498,0.6584341605652769
499,0.7391374417763119
500,0.6255460056022
501,0.49268122870887815
502,0.6645497223275391
503,0.7142473048637377
504,0.5651911936254673
505,0.5582487252388664
506,0.7391374417763119
507,0.8341017303239845
508,0.6245201341889121
509,0.6719608221914948
510,0.7642535787579456
511,0.6750419440927788
512,0.6275383300783767
513,0.6895879417505959
514,0.6402932604414292
515,0.7581659472219214
516,0.6598971809987476
517,0.8392749865197752
518,0.6919848495622108
519,0.8440476578811975
520,0.7779690097793064
521,0.6896130532110806
522,0.6401489974801854
523,0.6363701564884143
524,0.7725415385286141
525,0.7208111506287862
526,0.6782247558116447
527,0.7090228319881102
528,0.5131551615697495
529,0.7900359225613274
530,0.7580393836588724
531,0.6737111353319699
532,0.5862353568175576
533,0.846389949140473
534,0.7745211567941536
535,0.6024266917977951
536,0.8042758989215126
537,0.6630402503543674
538,0.6684826323688344
539,0.44761644042788895
540,0.7007261706333762
541,0.7254368031747991
542,0.7918579871584855
543,0.7931130352989592
544,0.49022776954379604
545,0.5365968436783198
546,0.6647357374945452
547,0.6610400816479307
548,0.7040180214581644
549,0.6205540900826915
550,0.6470441243074502
551,0.5614713750840821
552,0.7250086010273858
553,0.6908517690142536
554,0.6974366015435151
555,0.8127479474880555
556,0.6860170415146941
557,0.6205296992664892
558,0.42444377209703543
559,0.7589609749811346
560,0.7602667383438352
561,0.7160353318621919
562,0.458260066205859
563,0.7333013033993787
564,0.7307032703015719
565,0.6321897205072956
566,0.7040482362304262
567,0.7657798406081766
568,0.7791931238861552
569,0.6741324424502759
570,0.6614398470982856
571,0.6101770275901999
572,0.7620446312832125
573,0.4815086311932537
574,0.6542229310943225
575,0.6161641241005392
576,0.6715131855381794
577,0.7657798406081766
578,0.7927475800809741
579,0.7893546018527811
580,0.4240220375082293
581,0.8052024731869635
582,0.45595043164856053
583,0.8644606162056094
584,0.7026180560429065
585,0.7198177052348201
586,0.5582377989997699
587,0.7377048257234186
588,0.6977242350674349
589,0.6245201341889121
590,0.8261985098222108
591,0.6602713368799334
592,0.6923407692713663
593,0.6122807883024752
594,0.7534296064277572
595,0.7776635041953286
596,0.7391374417763119
597,0.5732616948896421
598,0.6848913702357952
599,0.7061946423122377
600,0.748556865854612
601,0.7882574311907049
602,0.6327299369771546
603,0.557834731060259
604,0.7446606112557225
605,0.7774608289840165
606,0.7651388617660859
607,0.774788787329877
608,0.6194056838259877
609,0.7159335320364182
610,0.6890270623578088
611,0.6464766513172207
612,0.7498278856369104
613,0.41575086479268075
614,0.711778415533
615,0.7186095992632736
616,0.5622063938606918
617,0.9471709646538711
618,0.8281796472734749
619,0.5981082266065286
620,0.7434696729600937
621,0.5980545531415254
622,0.8075976451356445
623,0.7000730854855459
624,0.7099730415707644
625,0.7608042385247162
626,0.6593969655251589
627,0.4860779818180527
628,0.4438494756884515
629,0.7438454063819422
630,0.6948014631069059
631,0.678877621723317
632,0.8320599253344474
633,0.6974400711703163
634,0.8267447936515471
635,0.7002668447241159
636,0.7288184164686109
637,0.7879648623155963
638,0.7388832139207594
639,0.6838310902057974
640,0.7781639304085526
641,0.6363701564884143
642,0.6443657512001397
643,0.6091620576974617
644,0.7958915929574641
645,0.642240890824158
646,0.8792313597304807
647,0.7260320296214122
648,0.7132310961485042
649,0.5614713750840821
650,0.7220342484218577
651,0.5171187835012512
652,0.5402326432940996
653,0.4533006041180834
654,0.6338168044370107
655,0.7187588422726214
656,0.6242193687253137
657,0.7260320296214122
658,0.7600924926476251
659,0.7914563397166471
660,0.7542606282613863
661,0.3767738684457641
662,0.738473812118544
663,0.644369335912921
664,0.8230731022008888
665,0.7556279940656401
666,0.7212470641062627
667,0.6630402503543674
668,0.7774608289840165
669,0.5862049599243795
670,0.6892644478129861
671,0.7689746646569097
672,0.8158457122357463
673,0.8635922836530343
674,0.4720960602298593
675,0.6303524767712807
676,0.6091620576974617
677,0.7438954965403756
678,0.3895725575550784
679,0.7438454063819422
680,0.7198177052348201
681,0.7135599462473471
682,0.563941530587991
683,0.6123918176686058
684,0.6508613448317632
685,0.7203931980599697
686,0.7169992053328846
687,0.7289470905566638
688,0.8167887799899086
689,0.6554683563132486
690,0.6347873620139558
691,0.8167121137571312
692,0.7447817563406084
693,0.7173276613784882
694,0.7302345546368127
695,0.7438454063819422
696,0.81431976657338
697,0.6259723615054574
698,0.6001288961496027
699,0.5368457660113325
700,0.8717807638905355
701,0.705461635958821
702,0.8833370178366183
703,0.6368030667868828
704,0.8761663303785269
705,0.6950329978823953
706,0.5576957576455613
707,0.45244672434513034
708,0.7356998965542044
709,0.6719608221914948
710,0.7502492944351181
711,0.4736238238596351
712,0.8147269667677391
713,0.5744216645125527
714,0.6292205776887939
715,0.4921229838500745
716,0.6816826199942264
717,0.6987873541563222
718,0.6275383300783767
719,0.6271530279916441
720,0.7708309305419089
721,0.6760859580380161
722,0.6164294352638504
723,0.6762411037784412
724,0.41698395783690295
725,0.7657798406081766
726,0.6928155784828914
727,0.7541534909039724
728,0.7436282821576532
729,0.5884282046758571
730,0.47148023823504026
731,0.6223923076957347
732,0.6676698772480042
733,0.641562758339489
734,0.7780202119863263
735,0.7614235228906588
736,0.7894690536505827
737,0.7921030404485239
738,0.6481132326301199
739,0.7456110938221733
740,0.6007674425172261
741,0.7307032703015719
742,0.7059772330997806
743,0.64626851656469
744,0.7391374417763119
745,0.4961115858486821
746,0.7036852485486064
747,0.8402173723292263
748,0.830164099025094
749,0.8758916303509687
750,0.46719868689039673
751,0.5090932241956837
752,0.6906735011042486
753,0.7451229564445905
754,0.8847110601269043
755,0.6139298021737839
756,0.6081752995855225
757,0.7391374417763119
758,0.6597381440423493
759,0.7774608289840165
760,0.6109518950677252
761,0.7232320879233625
762,0.6928155784828914
763,0.5819960296126772
764,0.6344754124177006
765,0.6368030667868828
766,0.7436282821576532
767,0.8216043298352114
768,0.6895879417505959
769,0.6778217750100306
770,0.7039395730117847
771,0.6923407692713663
772,0.5220253040168495
773,0.7376895649335673
774,0.5603387868470765
775,0.7048262974499327
776,0.7350913857238633
777,0.6797602047911762
778,0.7774608289840165
779,0.5120971114226963
780,0.6387430706281324
781,0.760221671850557
782,0.7375646203866097
783,0.7391374417763119
784,0.8673066190142829
785,0.548702639885131
786,0.7774608289840165
787,0.646338870371573
788,0.739494097360481
789,0.8491291288660735
790,0.7999607505512508
791,0.731976231218521
792,0.8230282797196726
793,0.8807611368266796
794,0.6272016830798607
795,0.7860627170996517
796,0.559439090807973
797,0.6617678630002342
798,0.5648413366163008
799,0.7438454063819422
800,0.6661953503912132
801,0.7631476615421735
802,0.8046379962581492
803,0.8980779547288936
804,0.649061706709119
805,0.6125845503039948
806,0.5707455592930357
807,0.7765382588218305
808,0.6196475797892741
809,0.4217189499412833
810,0.6374392013010194
811,0.7626733826777884
812,0.6732475123718071
813,0.4588075487617884
814,0.5058505881286317
815,0.6910200805398108
816,0.8336282128794753
817,0.6081752995855225
818,0.6593823694755999
819,0.8408390523229736
820,0.832140933607533
821,0.6301307084576088
822,0.6377593456972078
823,0.728807072875289
824,0.7774608289840165
825,0.7687854277152638
826,0.8114403528960199
827,0.7206789533362107
828,0.6328019017058738
829,0.634413291632698
830,0.32976887677846983
831,0.7148230802024823
832,0.49625141302005926
833,0.46267089964641156
834,0.8409064020760526
835,0.8829272274482409
836,0.7145719013482704
837,0.6987634809868392
838,0.770111564462099
839,0.7139459384890623
840,0.5540385295438357
841,0.8442432643827514
842,0.5727542156593809
843,0.5852355833336201
844,0.7606094256925549
845,0.7079423752671721
846,0.6245201341889121
847,0.7830796021213593
848,0.6402932604414292
849,0.7382099203758361
850,0.718102466182042
851,0.4952697399092371
852,0.7179023075486906
853,0.7745122316468471
854,0.8774713978732417
855,0.751825406984364
856,0.6590739674590166
857,0.7505264971826171
858,0.7324142009113213
859,0.6382535294025521
860,0.6991875792781378
861,0.6762411037784412
862,0.7064040480397403
863,0.667753546141102
864,0.5692928528829299
865,0.6012452464003945
866,0.7448145302887011
867,0.8392749865197752
868,0.7675376383825564
869,0.6530207213692266
870,0.6912817737567563
871,0.49499249185952976
872,0.5757293716330942
873,0.7332325293650716
874,0.6788582065371086
875,0.4068892393274029
876,0.7774608289840165
877,0.6991875792781378
878,0.7307032703015719
879,0.8329355176183036
880,0.7355017227159635
881,0.8850869410271783
882,0.7419874451836334
883,0.49757446856480386
884,0.7641726160822918
885,0.7251158334529186
886,0.7029076920571513
887,0.5130095206945604
888,0.6986504936179644
889,0.7391374417763119
890,0.7954144628742076
891,0.5947158446825707
892,0.7455400513793956
893,0.7918579871584855
894,0.4555352604910874
895,0.6588359853315452
896,0.48113556029055476
897,0.7404528300119703
898,0.5131182632428157
899,0.7216850112274877
900,0.6001817745024418
901,0.696923361887743
902,0.7636565636619431
903,0.6681594439185657
904,0.6494724036235008
905,0.7307032703015719
906,0.6797602047911762
907,0.751825406984364
908,0.5353302879672728
909,0.8269617006684356
910,0.7126668308829371
911,0.8152854382782942
912,0.8200167937638636
913,0.8166058326290392
914,0.604331121059349
915,0.6172094360298717
916,0.6173906877525237
917,0.45443210911714305
918,0.7710990905721451
919,0.37075862098460716
920,0.6991875792781378
921,0.8222591993639764
922,0.6999704473376606
923,0.661864678131019
924,0.6778217750100306
925,0.5352781945726479
926,0.7007553668716003
927,0.8834603780912703
928,0.6369084322278847
929,0.6762411037784412
930,0.6638146170560876
931,0.5486098850231584
932,0.6675812372976596
933,0.6738832477064476
934,0.7391374417763119
935,0.707575114388085
936,0.7239889253917748
937,0.6590265231218941
938,0.6161641241005392
939,0.5281697935893731
940,0.7333013033993787
941,0.6555288961617212
942,0.7894255836658106
943,0.8870308442187101
944,0.5492569977747056
945,0.472841576723432
946,0.49827891447438366
947,0.7509362666974748
948,0.6220652701047847
949,0.6990399097548142
950,0.6795430279313075
951,0.7847603761628097
952,0.7559127954999835
953,0.7294832198697846
954,0.6554111633292243
955,0.674907221332378
956,0.533631820516971
957,0.7626565166856155
958,0.6632663735498407
959,0.7947657162310864
960,0.7270250430938547
961,0.9149690025176971
962,0.49597094463113883
963,0.6294174314100417
964,0.6833636252122913
965,0.7757689655648509
966,0.8026622714672644
967,0.5208588224067876
968,0.7391374417763119
969,0.7368910344542126
970,0.6651972005498759
971,0.5593683347977922
972,0.6016847461496773
973,0.6488547905097799
974,0.785970197467542
975,0.7064202305965022
976,0.5426927713062007
977,0.566831207375314
978,0.6271530279916441
979,0.7443165763138633
980,0.6619802596595502
981,0.6838291895597236
982,0.6475732066693357
983,0.8555171298597789
984,0.6745472183572824
985,0.7661412464051358
986,0.5318184872631843
987,0.6966593146329323
988,0.8555929258134974
989,0.614307079785163
990,0.7894283481080581
991,0.738473812118544
992,0.6669026986895166
993,0.6911678214769907
994,0.5050873912136283
995,0.6303524767712807
996,0.6928155784828914
997,0.7815152509641071
998,0.8466635124678242
999,0.8178849074190014
1000,0.7283874898291566
1001,0.7451229564445905
1002,0.7333013033993787
1003,0.6641701519679118
1004,0.6723912500042739
1005,0.5836547763980543
1006,0.6558976052195011
1007,0.6778217750100306
1008,0.8099647999526379
1009,0.6954686430955725
1010,0.7398034525298112
1011,0.7768069656549752
1012,0.5484032111175485
1013,0.6778217750100306
1014,0.5629100184609377
1015,0.7032528469162385
1016,0.7852166189685611
1017,0.7391374417763119
1018,0.6686633973884408
1019,0.6388783620347018
1020,0.774637790035309
1021,0.4341926884509904
1022,0.854926629978951
1023,0.533631820516971
1024,0.6342853808286087
1025,0.5741316487028506
1026,0.49958249477768046
1027,0.7372307431449113
1028,0.8077416439643113
1029,0.6740368232856945
1030,0.7455837392465758
1031,0.6816826199942264
1032,0.7082146493763837
1033,0.7391374417763119
1034,0.7543981675789464
1035,0.7506000512418085
1036,0.646189245483861
1037,0.6760859580380161
1038,0.7315558419812545
1039,0.6036492389984347
1040,0.6218123427681388
1041,0.699203691403731
1042,0.7631359519533858
1043,0.6360101591522983
1044,0.7714514579246187
1045,0.6746419909943988
1046,0.6411244478199688
1047,0.7176810014637591
1048,0.5614477269196485
1049,0.7257897415678425
1050,0.6778217750100306
1051,0.735363861736156
1052,0.8365658179182177
1053,0.6263410379925547
1054,0.6542229310943225
1055,0.6816826199942264
1056,0.6874325302954408
1057,0.8009072253782716
1058,0.7405941302886743
1059,0.6322107425609517
1060,0.8449544338992185
1061,0.7391374417763119
1062,0.6525211932437076
1063,0.7622443972675399
1064,0.7657798406081766
1065,0.7831665314804036
1066,0.7155736767391905
1067,0.4975941750081444
1068,0.8800735926094536
1069,0.6318428091859493
1070,0.6256180032126466
1071,0.4924185200014028
1072,0.3247813601592974
1073,0.707575114388085
1074,0.5759803829804905
1075,0.7391374417763119
1076,0.746756399876336
1077,0.6161641241005392
1078,0.652376167314336
1079,0.7391374417763119
1080,0.6816826199942264
1081,0.8259886795170078
1082,0.7005642616236473
1083,0.4620028318031572
1084,0.7370406889069906
1085,0.7067495462903913
1086,0.8430906329238023
1087,0.6781519420696945
1088,0.7307032703015719
1089,0.6730537037354551
1090,0.7495415481457266
1091,0.4609980129668954
1092,0.7082546707999473
1093,0.6009682912667379
1094,0.8088842756230391
1095,0.8167177103673993
1096,0.7788001643981382
1097,0.8812026336757574
1098,0.6213690353861835
1099,0.6645497223275391
1100,0.7657798406081766
1101,0.5530844740901423
1102,0.8795944606998398
1103,0.7002541598249397
1104,0.8253515172503106
1105,0.854926629978951
1106,0.7542606282613863
1107,0.8508796266246462
1108,0.7666135404685515
1109,0.5261598204535486
1110,0.6245201341889121
1111,0.5380540896261288
1112,0.7260320296214122
1113,0.6219430653032916
1114,0.6889041486325084
1115,0.6466797960914689
1116,0.5840283805840975
1117,0.6903924843253479
1118,0.5160732248990798
1119,0.7542171280860631
1120,0.7307032703015719
1121,0.6273295875631835
1122,0.49597094463113883
1123,0.6630402503543674
1124,0.6778217750100306
1125,0.7228373652070651
1126,0.8392749865197752
1127,0.7494418007998185
1128,0.47413779693160957
1129,0.7046575145775001
1130,0.646910177861871
1131,0.5875914229433982
1132,0.7391374417763119
1133,0.6969197307129432
1134,0.714990826142876
1135,0.7385853890456427
1136,0.6222627765489566
1137,0.5716239349222327
1138,0.7725786340773511
1139,0.7301185685151249
1140,0.7503110743063912
1141,0.7664048841636623
1142,0.5597586485214963
1143,0.40644627496187796
1144,0.7771422083827166
1145,0.46452481915659943
1146,0.616379270715809
1147,0.7150701132837824
1148,0.578420708861566
1149,0.684819734108638
1150,0.5602562074029491
1151,0.5261136446044931
1152,0.5364131936859962
1153,0.584826753389806
1154,0.7015059798008951
1155,0.6834331043264675
1156,0.6778217750100306
1157,0.44703953784632056
1158,0.5798294926989462
1159,0.633464336148885
1160,0.8521874776543351
1161,0.5415506901106721
1162,0.6459217774201579
1163,0.6778217750100306
1164,0.7559888096776974
1165,0.5495570838420969
1166,0.8352107595419248
1167,0.854926629978951
1168,0.5182131789335311
1169,0.5670762000409809
1170,0.7940354556175311
1171,0.6645435703640068
1172,0.7506014273985115
1173,0.6928155784828914
1174,0.5964129432595432
1175,0.6401489974801854
1176,0.6161641241005392
1177,0.7985881504811232
1178,0.8413456640787359
1179,0.7943899966309743
1180,0.7142907417702863
1181,0.7893546018527811
1182,0.5884936576256694
1183,0.7390197411699737
1184,0.8544627466921895
1185,0.7123511465737099
1186,0.6318139319955167
1187,0.48108939958879365
1188,0.7189080917827745
1189,0.5114552352687485
1190,0.7184023650659576
1191,0.7545038218908628
1192,0.5827669155637748
1193,0.6318139319955167
1194,0.7831912276517095
1195,0.7677809505258092
1196,0.5247445068941389
1197,0.7608658123905413
1198,0.6243345335374793
1199,0.6624427541468306
1200,0.492861441967315
1201,0.5638727469997216
1202,0.7307032703015719
1203,0.48665979257978964
1204,0.6778217750100306
1205,0.8211795873803668
1206,0.7409515659284941
1207,0.6082995930688893
1208,0.7745211567941536
1209,0.5433489142953115
1210,0.7082546707999473
1211,0.6665287011843335
1212,0.684218360166304
1213,0.7981097054569329
1214,0.6282438586526988
1215,0.6446339803389843
1216,0.5247445068941389
1217,0.6473168744265387
1218,0.7631563913119797
1219,0.8797813558289077
1220,0.8080746506269577
1221,0.6386025859656129
1222,0.7388832139207594
1223,0.8257737787831247
1224,0.6824967643790927
1225,0.7264613933490062
1226,0.6614398470982856
1227,0.8609687756706499
1228,0.49043947931673465
1229,0.7391374417763119
1230,0.8046379962581492
1231,0.6979708721156088
1232,0.7033321417172995
1233,0.6349182553452605
1234,0.6508613448317632
1235,0.7967781570534861
1236,0.7657798406081766
1237,0.740953468983907
1238,0.8588302013404718
1239,0.7861234938297661
1240,0.7228373652070651
1241,0.6778217750100306
1242,0.4618629226576803
1243,0.7089707384504851
1244,0.6400701032617874
1245,0.5545375066570356
1246,0.48666082900112806
1247,0.5452018773738034
1248,0.7831912276517095
1249,0.5240423499524293
1250,0.594792215699333
1251,0.4866150474481623
1252,0.5651911936254673
1253,0.6778217750100306
1254,0.7390197411699737
1255,0.8699588100480885
1256,0.6057370252802594
1257,0.5901823399960693
1258,0.7774608289840165
